BSMAS1,BSMAS2,BSMAS3,BSMAS4,BSMAS5,BSMAS6,BSMAS1_2,BSMAS2_2,BSMAS3_2,BSMAS4_2,BSMAS5_2,BSMAS6_2,Active1,InfoSup1,PosRef1,Planning1,EmoSup1,Venting1,Humour1,Acceptance1,Religion1,SelfBlame1,SelfDistract1,Denial1,SubsAbuse1,BehavDiseng1,Active2,InfoSup2,PosRef2,Planning2,EmoSup2,Venting2,Humour2,Acceptance2,Religion2,SelfBlame2,SelfDistract2,Denial2,SubsAbuse2,BehavDiseng2
0,0,0,0,0,0,0,0,0.005160380092508324,0,0,0,0.11784607161594693,0,0,7.667507709323679e-4,0,0,0,0,0,0,0,0,0,-0.050056102099792894,0,0.11755868801508537,0.17670392824594866,0.35017119173847433,0,0,0,0.07204027418746262,0,0,0.07377238915527765,0,0,-0.07495984647978032
0,0,0,0,0,0,0,0,0,0,0.029858294356353263,0,0,0.037966007295364104,0,0,0,0,0,0,0,0,0,0,0,0,0.11755868801508537,0,0.03533836037925769,0.06030687293801923,0.5935466414989998,0.06814372614598825,0.010848112836709356,0,0.0600106886524907,0,0,0,0,0
0,0,0,0,0,0,0,0.005774118351735262,0.014216503045037906,0,0,0,0,0,0.13231806820401884,0,0,0,0,0,0,0,0,0,0,0,0.17670392824594866,0.03533836037925769,0,0.19014039936513263,0,0,0.01895372561439266,0.12940251570711991,0.060696000812013616,0,0.06796445694772538,0,0,-0.0431876450160038
0,0,0,0,0,0,0,0,0.06781087717474205,0,0,0,0,0,0,0.09202875110090847,0,0,0,0,0,0,0,0,0,0,0.35017119173847433,0.06030687293801923,0.19014039936513263,0,0,0.043456273717776876,0,0.1383906911717707,0,0.06550192076230334,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.01575017664831221,0,0,0.1542498100038231,0,0,0,0,0,0,0,0,0,0,0.5935466414989998,0,0,0,0.10541032426651215,0.007769264033902991,0.03443772666420266,0,0,0,0,0,-0.07592958360043167
0.005513777813933457,0,0,0,0,0,0.045326094581642905,0,0.06743432349799063,0,0.008265398089425361,0.02607751166158526,0,0,0,0,0,0.19627259559669474,0,0,0,0,0,0,0,0,0,0.06814372614598825,0,0.043456273717776876,0.10541032426651215,0,0.019658428819324773,0,0,0.17370436298819925,0.03757215294388709,0.14430768549051298,0,0.012525478675762158
0,0,0.03804167081004017,0,0.003585890817194221,0,0,0,0,0,0,0,0,0,0,0,0,0.025553083579779607,0.3369330686806817,0,0,0,0,0,0,0,0,0.010848112836709356,0.01895372561439266,0,0.007769264033902991,0.019658428819324773,0,0.09894214846158078,0,0.06573575285237773,0.1356607491906713,0,0,0.03315321630598052
0,0,0,0,-0.005401997567329102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15652485822477416,0,0,0,0,0,0,0.07204027418746262,0,0.12940251570711991,0.1383906911717707,0.03443772666420266,0,0.09894214846158078,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49103158330016056,0,0,0.019064675092522517,0,0,0,0.0600106886524907,0.060696000812013616,0,0,0,0,0,0,0,0,0.007103932542644049,0,0
0,0,0,0,0,0,0,0,0.02121573578326243,0.04082839917140779,0,0.02854638715702947,0,0,0,0,0,0.01866846972639506,0,0,0,0.3558675938339326,0,0,0,0,0,0,0,0.06550192076230334,0,0.17370436298819925,0.06573575285237773,0,0,0,0.08531478564922652,0,0,0.19394508035847616
0,0,0,0,0,0,0,0,0.0994371669676498,0,0,0,0,0,0,0.016687550870214986,0,0,0,0,0,0.0041576165608932176,0.19013897107851205,0,0,0,0.07377238915527765,0,0.06796445694772538,0,0,0.03757215294388709,0.1356607491906713,0,0,0.08531478564922652,0,0,0,0.09474138494411426
0,0,0,0,0,0,0.016324999428053582,0,0.038502721558018295,0.07017156277640585,0.014861143892003008,0.04157523345460486,0,0,0,0,0,0,0,0,0,0,0,0.16659171865913108,0,0,0,0,0,0,0,0.14430768549051298,0,0,0.007103932542644049,0,0,0,0,0.24680393622115154
0,0,0,0,0,0,0,0,0,0,0,0.0730789577845005,0,0,0,0,0,0,0,0,0,0.009295610720308644,0.027351017213806453,0,0.4415881523138335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054591078346634035
